34.941	26.654	34.516	47.389	39.806	33.765	28.471	36.846	25.810	34.643	37.188	39.000	40.500	27.000	37.774
37.912	24.038	33.613	45.722	39.806	34.559	28.294	36.038	25.476	34.929	36.750	38.800	36.423	28.750	36.065
34.353	23.885	33.581	43.833	38.774	32.824	27.912	35.577	27.429	32.571	34.875	40.250	38.500	29.667	39.774
34.647	28.269	36.581	47.722	39.484	34.176	28.059	36.231	28.286	33.929	36.375	39.400	39.423	29.333	36.613
37.176	24.577	32.742	44.583	41.226	35.059	27.000	36.308	29.190	33.679	36.750	37.650	34.731	28.500	36.935
36.735	27.923	36.323	44.417	40.742	32.353	28.118	36.423	26.476	34.643	34.812	38.600	38.577	26.917	38.452
35.294	24.346	33.839	46.250	39.581	33.147	28.147	34.769	28.429	34.821	37.188	39.250	39.231	34.083	37.871
36.176	26.038	34.323	45.778	38.710	34.647	27.353	39.885	27.571	34.857	35.312	37.150	40.769	30.333	35.903
33.500	28.000	37.290	47.889	39.839	31.912	28.088	35.577	27.429	32.393	34.062	38.750	37.923	30.083	35.645
38.500	26.962	36.323	45.528	36.935	34.735	28.294	38.192	29.095	33.286	33.938	39.850	38.346	29.917	38.968
35.647	27.462	34.194	46.861	38.484	32.853	25.941	36.846	29.905	34.643	35.812	41.700	37.038	27.500	37.161
34.029	25.385	36.065	45.028	37.871	32.765	25.853	32.962	27.476	34.929	36.625	39.250	37.654	30.333	36.129
33.882	26.808	36.032	48.083	38.419	32.265	26.941	34.885	28.000	34.964	35.250	35.050	38.154	29.000	35.806
36.529	25.654	34.290	46.528	39.935	32.265	26.324	36.000	28.524	34.714	36.438	38.900	38.000	30.333	36.355
35.118	25.154	33.484	45.389	38.903	30.588	28.971	35.962	27.143	35.464	39.250	42.000	39.346	30.500	37.097
35.412	24.269	37.419	45.889	38.548	29.382	25.765	35.846	30.048	33.714	35.562	38.000	38.231	28.833	36.484
34.294	25.731	36.484	47.917	37.806	32.735	29.147	37.038	27.524	32.107	34.750	37.200	37.615	26.333	40.516
33.176	25.269	34.806	48.139	38.903	32.500	28.382	36.538	30.952	36.786	33.875	38.100	38.692	29.750	36.355
33.265	27.154	34.968	46.472	38.161	32.853	26.882	35.962	29.810	35.536	35.812	41.000	36.731	28.000	37.355
34.735	24.154	34.806	46.417	41.452	33.912	27.088	36.462	27.571	34.536	39.688	36.650	38.000	31.000	36.581
36.588	25.808	33.258	43.139	36.290	29.441	27.647	35.500	27.286	34.000	35.312	39.450	37.500	24.417	36.581
34.324	26.654	32.935	46.778	40.161	34.529	26.706	37.269	26.238	33.464	35.688	36.000	34.038	30.417	37.581
34.353	26.962	34.581	46.194	40.419	34.353	27.824	37.654	27.190	34.000	33.500	37.950	36.885	31.917	37.194
35.000	24.423	34.258	45.167	39.258	30.765	27.471	37.038	26.238	34.964	33.062	37.700	38.154	26.083	36.387
37.794	25.385	32.548	45.306	37.677	33.500	27.853	36.885	27.048	35.000	36.625	39.400	38.615	25.750	36.935
34.235	26.885	35.484	45.917	40.000	31.676	28.824	35.385	27.143	33.786	35.562	38.350	37.462	30.667	36.742
36.471	26.500	36.065	47.694	38.806	33.441	28.676	34.077	25.619	33.964	37.500	37.150	34.769	27.083	36.968
37.588	26.231	33.387	46.417	37.065	32.118	27.294	36.385	27.571	32.821	34.938	37.700	35.231	28.417	37.161
37.353	25.692	35.065	46.806	39.742	32.176	27.059	38.846	28.000	35.464	37.000	36.550	38.885	26.917	36.710
34.500	27.731	33.677	44.611	38.452	31.441	27.118	36.308	26.810	35.750	37.250	37.800	40.577	28.167	35.516
37.000	27.038	35.516	45.278	40.387	31.441	28.265	37.462	27.810	35.714	37.312	39.100	37.923	29.000	38.710
35.853	25.000	34.645	47.250	38.290	32.294	28.206	35.154	28.095	34.429	37.312	38.000	40.577	27.833	35.161
34.794	27.038	33.419	46.361	39.161	33.059	26.588	35.846	27.429	34.536	35.812	40.250	38.269	28.667	36.161
34.118	27.269	33.968	46.556	38.452	30.765	27.676	36.308	27.333	33.250	36.000	37.450	38.500	28.500	39.387
36.353	26.346	34.000	46.250	39.065	31.971	29.765	35.577	26.857	35.357	38.562	35.950	37.808	28.667	36.258
35.735	25.962	35.581	45.222	40.613	34.294	27.265	33.885	27.190	34.286	38.312	36.950	37.000	28.583	36.903
36.118	26.269	35.065	47.917	39.097	29.941	27.382	38.192	28.190	37.107	36.375	36.700	38.769	28.167	36.677
37.500	27.154	34.645	46.444	37.323	30.500	28.735	38.346	27.905	36.929	35.562	36.900	40.500	27.833	35.097
35.000	25.538	35.484	44.556	39.032	31.971	27.294	36.000	27.857	35.786	34.625	35.600	38.692	30.000	36.516
33.029	27.500	35.548	46.611	38.742	32.618	26.706	40.308	26.571	35.393	35.875	37.950	38.115	26.917	35.161
35.324	27.077	33.548	47.306	42.452	31.824	27.176	39.077	26.000	35.214	37.125	37.350	37.538	25.750	33.677
35.941	27.192	35.484	47.056	38.355	33.735	28.824	36.500	27.952	33.893	34.812	37.750	38.000	26.500	37.355
36.765	26.692	32.774	43.639	39.548	33.676	27.235	34.500	27.048	34.036	37.188	37.400	38.962	29.417	37.387
36.971	26.077	37.710	45.833	38.903	32.235	28.000	34.462	29.000	34.179	33.812	36.900	37.038	29.167	36.581
34.588	27.000	33.839	46.444	36.581	31.441	29.147	37.385	27.190	34.000	34.938	37.150	37.769	26.333	38.129
34.794	26.000	34.613	46.417	39.194	33.324	27.618	36.308	27.190	33.357	38.812	36.700	38.885	31.417	36.097
37.147	25.385	36.645	42.694	41.516	33.735	27.118	34.962	26.048	34.321	34.000	38.200	38.077	26.250	34.839
35.941	26.385	34.355	45.639	39.903	32.706	26.647	36.731	27.143	34.036	38.438	40.150	37.731	27.333	36.710
35.206	25.731	35.355	45.889	40.355	31.059	26.500	37.308	27.000	34.429	34.000	34.800	38.923	27.167	38.548
34.382	27.731	34.903	45.139	39.839	32.265	26.118	35.269	29.667	33.500	35.688	39.750	38.615	26.167	36.419
34.735	29.615	36.129	44.333	38.806	33.000	25.853	35.769	29.810	33.357	35.062	38.950	34.654	28.083	33.516
35.353	28.077	35.065	46.833	39.677	31.471	26.294	36.231	25.952	32.893	39.625	37.100	37.731	30.750	34.323
34.206	27.077	36.935	43.500	39.581	32.647	28.088	36.077	26.238	35.250	35.438	35.150	38.808	28.333	36.677
34.000	26.731	35.161	44.194	38.613	31.882	26.735	35.577	27.429	35.286	33.688	37.000	37.115	28.667	34.645
35.853	28.115	35.355	43.722	38.806	31.588	25.265	36.000	26.286	33.393	32.875	34.800	36.423	29.083	36.387
32.912	28.000	34.452	45.389	36.032	31.912	26.176	35.731	27.952	33.536	38.688	38.200	35.462	28.167	32.710
34.500	26.269	36.161	46.778	37.613	32.088	26.500	35.385	24.190	35.179	37.812	34.800	41.462	26.583	37.000
34.941	27.923	36.677	45.222	37.065	31.706	25.676	35.577	28.143	32.857	37.000	39.450	36.769	28.667	37.065
36.059	27.423	35.355	47.472	40.355	33.912	25.765	36.769	28.381	35.679	33.875	37.500	40.731	30.250	36.387
33.853	27.962	35.516	44.694	39.903	29.618	25.294	36.000	27.190	33.286	35.750	36.450	36.615	27.750	34.000
32.882	30.500	34.032	45.861	40.677	32.971	26.176	35.846	28.476	33.071	37.438	35.950	38.462	26.333	34.097
32.941	27.615	34.161	43.806	40.452	33.971	26.235	38.692	28.619	33.536	36.750	38.550	36.038	28.250	34.710
35.353	27.269	37.258	44.250	38.355	30.971	26.765	35.769	27.095	34.286	37.062	37.050	37.731	27.750	34.677
35.765	29.308	34.839	46.028	40.839	33.088	26.353	36.115	24.952	35.250	35.625	38.850	37.692	27.917	34.968
34.059	26.231	36.452	45.278	40.935	32.971	26.147	35.000	30.048	34.679	36.188	40.850	37.423	30.583	33.968
36.706	27.038	35.161	44.111	37.903	32.029	26.029	35.615	25.524	34.893	37.062	37.950	37.577	28.500	37.097
39.235	28.115	36.226	45.028	41.484	31.853	27.618	35.962	30.000	32.429	38.812	38.350	40.000	28.417	36.548
39.882	28.115	36.806	45.333	39.935	32.559	27.647	35.962	28.381	34.107	35.438	38.000	39.962	29.500	35.903
40.559	29.000	35.871	46.000	40.613	32.294	28.000	36.538	25.524	34.679	36.812	41.500	39.577	26.083	35.484
43.206	31.308	35.774	43.028	40.161	32.324	25.971	36.500	27.000	35.857	34.938	39.400	37.038	31.583	35.000
43.206	36.462	32.742	46.778	38.645	32.706	27.206	36.500	28.619	33.857	38.625	37.750	40.423	31.833	35.129
44.294	33.577	35.452	45.056	41.000	33.706	26.471	38.192	31.286	34.643	38.125	36.750	39.308	29.333	37.387
44.206	34.615	35.419	47.861	40.097	34.794	29.176	35.538	30.143	33.179	33.625	41.400	38.462	25.667	36.290
43.765	35.192	35.774	47.000	39.935	33.235	28.118	36.269	28.619	33.857	39.312	39.950	41.615	30.833	35.226
41.824	32.346	35.323	44.806	39.323	29.941	28.265	37.769	27.667	37.321	36.500	40.250	40.923	28.250	35.742
43.765	34.538	36.387	45.528	40.226	31.824	24.824	35.577	31.619	33.929	38.000	40.500	40.154	30.167	36.968
44.088	34.346	38.000	43.556	40.516	33.676	28.853	39.154	25.524	33.321	36.812	41.650	42.654	29.250	34.452
42.941	33.154	35.935	47.306	39.677	34.618	27.529	36.346	30.429	32.429	36.062	38.450	40.038	29.083	33.774
43.382	35.500	35.000	46.389	39.774	32.382	28.441	37.000	27.524	33.250	36.688	37.300	40.615	28.917	36.677
41.971	35.231	35.742	45.556	39.387	33.765	27.853	37.731	28.000	33.179	39.125	38.850	38.231	27.500	35.774
43.706	32.885	36.290	46.056	39.129	34.412	27.382	35.962	27.000	35.321	40.688	35.950	40.577	29.917	35.871
44.588	33.192	36.613	44.278	41.968	34.088	26.265	38.115	27.048	35.500	37.375	39.100	40.269	29.583	34.452
44.059	34.846	35.968	46.833	40.581	31.500	26.324	35.462	28.000	32.857	38.000	38.300	39.577	29.333	33.806
42.912	33.154	37.419	44.917	38.677	30.265	27.647	38.923	28.952	32.143	40.812	36.000	39.308	30.333	35.645
43.441	33.231	33.742	44.722	41.161	30.941	27.176	36.038	28.333	32.429	39.562	37.250	39.269	27.667	31.968
45.118	30.385	35.355	45.889	41.290	31.765	29.441	38.962	30.238	33.607	36.375	37.350	39.154	26.333	34.613
45.294	33.423	34.355	48.833	38.000	33.147	26.088	38.500	28.524	30.607	38.812	38.800	42.231	29.083	31.903
45.176	35.654	35.806	46.083	39.935	33.265	26.412	38.615	30.143	32.536	39.812	39.350	41.346	29.167	33.032
42.265	34.154	33.129	47.194	39.355	30.647	27.265	39.346	28.762	35.393	38.438	39.950	39.154	29.083	33.935
44.088	34.538	34.065	46.028	40.968	31.971	27.353	39.115	26.429	32.071	37.125	36.250	40.038	30.167	33.226
44.559	35.038	32.032	45.528	40.968	33.618	27.706	39.808	28.524	34.464	38.125	38.300	40.269	28.000	33.290
43.412	37.192	34.065	46.222	37.968	33.265	28.000	41.923	29.000	31.393	36.625	37.250	41.692	32.000	36.677
44.882	37.423	35.419	45.694	40.323	32.588	25.735	43.692	30.048	33.714	36.688	38.750	42.231	27.417	36.806
42.618	37.077	38.258	45.889	39.968	29.824	27.353	41.154	29.333	34.393	36.750	37.900	39.346	33.333	32.581
46.353	36.231	32.452	46.472	41.419	34.235	27.735	43.462	29.905	34.643	40.438	37.750	43.462	30.333	32.516
44.029	36.808	33.968	45.972	36.677	33.912	26.794	41.538	29.762	31.286	36.125	39.550	41.731	31.917	34.581
44.706	34.385	35.452	45.639	41.645	36.000	28.000	41.231	32.286	32.321	35.000	38.150	41.462	28.667	33.613
44.735	37.077	36.226	45.111	40.097	36.353	28.676	40.962	28.476	35.643	39.812	36.950	40.462	39.417	35.032
46.529	35.769	34.290	47.861	40.935	35.941	29.088	43.385	31.238	34.750	35.938	36.850	39.923	36.667	35.290
40.882	35.154	33.548	46.611	40.968	34.412	27.794	43.115	27.810	33.036	38.250	39.450	44.615	37.417	33.903
43.000	34.654	33.355	47.667	42.226	34.471	28.735	42.615	32.524	32.893	36.375	39.650	42.346	38.000	32.581
45.912	38.577	36.516	45.306	42.742	34.941	28.382	43.769	32.190	33.214	34.375	37.650	40.500	41.250	34.226
45.206	38.538	35.774	45.750	41.194	34.324	30.824	42.269	30.524	36.071	38.125	38.050	40.077	38.500	34.097
41.912	36.846	37.065	46.389	41.935	32.559	27.647	41.885	30.857	34.071	37.062	37.750	41.846	43.000	35.355
43.941	35.308	34.613	46.389	41.355	33.794	27.853	41.731	34.333	34.000	39.250	40.650	42.538	38.833	33.903
40.235	35.346	36.677	45.972	40.581	33.735	28.382	39.654	33.095	31.607	34.625	40.100	38.692	36.583	34.161
44.029	35.423	32.677	43.944	42.645	35.088	29.147	42.615	31.095	32.929	35.125	37.000	42.115	37.333	33.903
42.853	35.462	34.194	45.139	39.710	35.412	27.147	45.731	30.667	34.071	39.000	36.300	39.577	42.083	34.290
43.353	40.038	34.742	45.556	39.839	33.500	28.382	46.269	31.762	35.714	38.250	37.650	38.577	36.833	35.903
44.382	38.692	34.581	45.972	40.806	35.735	26.912	45.577	30.333	33.071	37.438	36.900	40.077	36.833	33.226
42.000	36.692	35.710	46.806	39.000	37.412	26.206	43.308	31.762	34.071	37.938	37.650	40.923	40.167	34.806
39.647	38.269	39.355	44.083	41.387	36.176	27.676	41.885	34.571	32.179	37.562	35.800	40.385	39.417	32.774
40.412	36.423	38.097	44.472	39.387	35.324	26.235	45.269	30.857	34.000	38.812	39.450	43.577	39.333	34.226
40.882	37.577	34.419	43.500	40.903	37.147	28.941	43.269	30.333	33.750	38.000	39.600	38.269	40.333	32.645
40.029	38.154	38.645	45.667	38.032	32.559	26.794	41.462	30.762	33.607	38.500	37.550	40.846	41.917	34.290
37.676	38.231	37.161	44.944	40.258	35.265	26.588	44.615	32.381	34.643	36.812	38.050	41.000	39.667	34.677
40.588	38.077	35.613	45.500	40.613	35.912	28.029	43.962	31.286	31.536	38.625	37.400	42.462	40.917	35.129
38.441	37.846	38.774	44.833	38.097	33.676	27.324	42.692	29.286	33.214	37.250	39.000	39.731	41.250	36.581
42.206	38.269	37.290	47.083	40.935	37.412	26.912	43.231	33.381	33.821	36.875	36.650	43.654	41.167	31.677
38.235	36.615	36.968	46.500	40.968	35.676	26.471	45.731	33.952	31.929	38.312	38.200	39.769	39.250	33.581
37.294	36.692	35.613	45.750	41.516	35.500	26.882	41.308	34.905	34.786	36.312	34.600	38.731	39.667	33.968
37.559	38.115	35.548	45.472	39.323	35.029	25.588	42.962	32.286	32.964	38.625	38.450	41.577	42.250	32.323
39.382	37.500	35.290	44.167	38.839	36.000	27.529	42.231	30.190	33.893	35.375	35.000	40.077	41.750	35.194
34.588	38.115	34.968	46.806	43.581	33.765	27.294	44.154	28.810	33.357	36.375	34.000	39.385	40.833	33.710
39.324	37.577	37.645	46.444	43.452	33.529	26.353	46.038	32.524	32.893	34.062	37.850	39.615	40.833	32.613
36.647	38.154	37.484	44.722	40.097	35.971	27.412	40.923	35.000	32.321	37.688	39.250	40.654	40.000	31.968
33.029	38.308	38.226	46.583	40.194	34.382	26.941	45.077	33.333	34.750	35.062	37.750	43.308	42.667	35.355
34.529	38.115	37.774	47.167	39.871	35.206	26.529	43.654	32.143	31.179	34.562	38.350	40.269	41.167	32.774
34.529	35.077	36.710	47.056	39.935	36.000	26.765	45.615	31.905	35.607	35.062	38.850	41.500	35.833	32.935
37.735	39.462	33.000	45.222	38.677	33.794	26.529	41.000	28.810	31.571	38.250	36.850	42.154	37.833	33.194
36.765	38.731	34.258	47.639	38.968	34.059	26.647	42.269	30.857	31.107	35.250	38.100	41.538	42.250	33.129
35.206	37.462	36.452	46.306	41.290	34.500	29.265	43.577	30.857	34.393	37.438	40.150	38.808	43.167	33.484
34.412	36.846	35.355	44.694	38.161	34.176	29.941	40.615	30.286	33.143	35.938	37.200	43.462	41.167	33.290
36.824	36.769	35.290	43.000	38.194	33.324	30.971	44.423	28.714	32.464	35.312	38.350	39.115	40.500	32.194
36.735	37.692	36.484	45.806	39.065	35.676	31.647	43.000	30.667	32.679	36.938	37.500	42.538	37.500	32.710
36.471	40.308	35.968	43.667	39.935	35.618	31.500	43.000	28.143	33.607	36.812	35.250	40.462	43.000	34.710
36.765	36.615	34.097	44.250	38.871	34.147	27.676	43.885	28.619	36.107	35.812	38.200	42.462	38.583	32.323
35.618	36.500	35.677	45.750	41.290	32.500	26.853	41.538	30.667	31.214	34.875	38.400	43.308	40.500	31.065
34.176	37.269	37.323	44.889	39.742	35.382	29.676	45.038	29.190	33.321	37.438	39.250	38.500	38.833	31.935
37.265	38.000	35.581	44.694	40.161	33.029	30.559	41.000	32.571	32.286	36.812	35.750	41.231	40.167	32.839
35.794	38.615	34.645	48.361	38.774	33.353	26.765	44.615	29.429	33.429	36.688	35.350	40.538	41.083	33.613
38.353	37.962	34.452	48.194	40.032	35.500	27.735	41.462	28.095	33.607	33.750	37.550	41.231	40.583	31.548
35.324	38.923	35.548	46.583	40.484	35.029	30.441	43.577	29.952	34.179	37.000	39.700	43.808	39.917	36.677
34.382	39.077	36.548	49.361	39.194	34.706	30.912	43.577	29.429	32.857	38.750	39.650	38.846	40.750	32.516
34.706	39.115	35.774	48.639	39.645	35.294	30.059	42.923	32.810	32.821	36.375	33.600	40.846	40.083	34.161
